payment_id,payment_amount,payment_date,loan_agreement_id
877,8975.96,2023-09-21,877
878,2271.62,2020-10-31,878
879,13371.39,2022-07-09,879
880,14167.37,2023-08-10,880
881,14118.41,2023-09-29,881
882,754.69,2023-03-05,882
883,2857.61,2022-02-13,883
884,5250.34,2023-07-29,884
885,9126.44,2017-05-02,885
886,7069.77,2021-10-20,886
887,8352.12,2019-06-13,887
888,4766.89,2019-10-01,888
889,10225.48,2023-07-19,889
890,1102.21,2023-10-11,890
891,4080.85,2023-10-27,891
892,484.71,2018-11-08,892
893,7405.73,2020-05-17,893
894,788.51,2023-04-26,894
895,1310.02,2021-10-31,895
896,4893.01,2022-02-10,896
897,8285.44,2023-11-26,897
898,8261.46,2023-11-26,898
899,2637.6,2023-11-07,899
900,14938.53,2019-10-05,900
901,9327.91,2023-11-26,901
902,10148.57,2019-08-17,902
903,618.74,2019-03-24,903
904,13583.49,2023-07-18,904
905,3244.93,2023-11-05,905
906,1132.29,2020-03-29,906
907,2681.92,2020-12-12,907
908,1428.75,2023-11-26,908
909,11021.02,2023-05-25,909
910,3186.24,2022-06-12,910
911,406.88,2020-01-07,911
912,9101.65,2017-02-08,912
913,3418.31,2019-08-07,913
914,13826.97,2023-10-29,914
915,4699.04,2023-08-12,915
916,2710.96,2020-08-11,916
917,10683.65,2021-12-01,917
918,10239.83,2023-11-06,918
919,2572.05,2018-01-19,919
920,13082.14,2020-11-22,920
921,9151.04,2021-09-05,921
922,8323.9,2022-12-02,922
923,11120.37,2022-08-10,923
924,8794.95,2021-10-04,924
925,3456.0,2023-07-02,925
926,2108.68,2023-06-28,926
927,2716.9,2017-04-17,927
928,2024.73,2023-11-26,928
929,472.61,2020-02-10,929
930,5816.8,2022-07-01,930
931,7309.3,2023-11-26,931
932,3605.21,2023-02-15,932
933,8789.32,2023-07-30,933
934,5671.61,2022-10-05,934
935,14718.37,2022-06-22,935
936,13326.1,2022-05-03,936
937,1904.69,2019-04-26,937
938,13870.3,2021-04-18,938
939,5659.32,2020-09-07,939
940,5795.43,2022-11-24,940
941,6903.89,2019-07-28,941
942,1284.8,2017-07-31,942
943,4300.09,2023-10-01,943
944,691.29,2022-09-25,944
945,3033.57,2020-06-11,945
946,8872.49,2021-07-09,946
947,682.52,2023-08-26,947
948,12967.52,2022-09-27,948
949,3174.5,2021-04-16,949
950,13583.14,2017-04-25,950
951,10576.85,2023-11-26,951
952,1504.81,2021-11-05,952
953,9485.39,2021-07-22,953
954,10124.42,2023-11-11,954
955,228.48,2023-04-29,955
956,2052.49,2022-06-18,956
957,14555.71,2018-11-12,957
958,11150.29,2021-07-19,958
959,3226.7,2021-09-28,959
960,9931.6,2022-11-03,960
961,8777.79,2023-03-20,961
962,14057.37,2021-05-22,962
963,4442.19,2021-09-02,963
964,778.96,2020-01-06,964
965,4145.05,2020-09-25,965
966,10757.53,2021-12-21,966
967,1462.14,2023-11-26,967
968,10737.63,2022-10-24,968
969,7829.84,2023-11-04,969
970,8549.46,2020-12-20,970
971,12137.94,2020-05-09,971
972,13520.36,2018-12-09,972
973,9997.27,2023-06-29,973
974,7470.21,2023-05-27,974
975,12910.23,2023-10-25,975
976,3574.57,2022-05-15,976
977,3230.59,2021-09-17,977
978,5996.71,2023-11-26,978
979,4573.21,2023-11-26,979
980,546.47,2021-09-18,980
981,12012.23,2020-07-18,981
982,501.14,2023-09-28,982
983,2506.68,2022-05-04,983
984,4299.81,2020-05-06,984
985,6328.61,2023-03-13,985
986,3446.31,2023-09-15,986
987,11414.56,2018-04-02,987
988,4164.94,2017-02-10,988
989,7019.1,2023-10-15,989
990,1926.08,2023-11-26,990
991,9711.63,2023-11-26,991
992,11556.61,2022-11-17,992
993,322.08,2023-03-12,993
994,11879.17,2023-11-26,994
995,8762.8,2020-05-28,995
996,970.51,2021-11-01,996
997,7004.19,2017-11-07,997
998,829.34,2022-11-17,998
999,564.54,2023-11-26,999
1000,8684.98,2016-11-07,1000
1001,8515.3,2022-06-09,1001
1002,9098.96,2023-11-26,1002
1003,10261.04,2022-01-27,1003
1004,3691.42,2020-06-08,1004
1005,3555.81,2023-11-26,1005
1006,7576.21,2021-01-18,1006
1007,7105.5,2020-08-30,1007
1008,11192.82,2023-06-09,1008
1009,4708.36,2020-04-10,1009
1010,4075.29,2023-01-12,1010
1011,11784.86,2023-07-06,1011
1012,12108.16,2023-01-15,1012
1013,10333.63,2022-10-28,1013
1014,1399.85,2023-09-11,1014
1015,6034.23,2023-03-20,1015
1016,13142.05,2018-05-27,1016
1017,7899.07,2022-03-03,1017
1018,8604.4,2023-07-17,1018
1019,7735.28,2019-02-03,1019
1020,6056.54,2021-10-17,1020
1021,10149.82,2020-06-18,1021
1022,10038.58,2017-01-21,1022
1023,11238.42,2023-11-26,1023
1024,1544.07,2022-10-23,1024
1025,2483.95,2021-09-24,1025
1026,450.34,2022-04-12,1026
1027,8552.67,2020-12-14,1027
1028,10466.12,2019-02-24,1028
1029,1672.16,2023-02-28,1029
1030,6261.82,2023-11-26,1030
1031,8023.77,2023-11-02,1031
1032,6910.2,2017-02-03,1032
1033,2935.02,2022-01-11,1033
1034,7922.12,2021-07-24,1034
1035,1557.95,2019-06-21,1035
1036,1671.26,2020-08-27,1036
1037,9173.35,2020-09-08,1037
1038,9964.81,2023-01-17,1038
1039,9504.16,2023-10-07,1039
1040,9197.43,2022-09-16,1040
1041,6911.0,2023-11-13,1041
1042,14390.24,2017-06-20,1042
1043,1637.28,2023-11-26,1043
1044,10168.89,2023-09-08,1044
1045,12131.49,2017-08-24,1045
1046,8015.12,2020-01-28,1046
1047,10893.36,2023-08-06,1047
1048,819.26,2022-02-06,1048
1049,6629.59,2019-06-20,1049
1050,10768.57,2019-03-02,1050
1051,3915.22,2022-09-20,1051
1052,8683.36,2023-05-26,1052
1053,1520.84,2023-08-01,1053
1054,8995.65,2023-11-26,1054
1055,2963.48,2023-11-26,1055
1056,244.3,2022-07-17,1056
1057,10437.03,2023-11-26,1057
1058,7854.56,2023-11-26,1058
1059,785.01,2022-07-11,1059
1060,14261.84,2018-11-15,1060
1061,11451.8,2018-10-26,1061
1062,14610.89,2021-02-04,1062
1063,5749.98,2018-12-24,1063
1064,4279.14,2020-02-02,1064
1065,6706.11,2020-01-27,1065
1066,7724.16,2022-02-23,1066
1067,6556.86,2023-11-03,1067
1068,9777.87,2019-06-20,1068
1069,8354.29,2021-09-24,1069
1070,889.14,2022-12-22,1070
1071,14647.12,2023-11-26,1071
1072,13621.96,2023-01-04,1072
1073,7970.45,2023-11-24,1073
1074,8052.66,2020-02-23,1074
1075,5190.89,2016-05-03,1075
1076,9367.23,2023-11-26,1076
1077,2068.3,2023-11-23,1077
1078,2684.23,2018-08-13,1078
1079,4115.21,2022-03-11,1079
1080,2168.26,2016-09-17,1080
1081,4449.19,2022-10-17,1081
1082,5312.55,2023-04-30,1082
1083,11114.13,2019-12-06,1083
1084,2054.07,2019-10-22,1084
1085,10269.05,2019-12-12,1085
1086,1910.19,2021-12-27,1086
1087,10468.1,2020-08-23,1087
1088,1201.66,2016-09-30,1088
1089,5555.63,2021-10-21,1089
1090,2129.77,2022-04-16,1090
1091,8257.74,2022-12-26,1091
1092,13058.6,2020-08-28,1092
1093,11952.43,2020-04-14,1093
1094,14614.58,2022-05-04,1094
1095,9166.48,2023-01-23,1095
1096,4731.15,2019-02-07,1096
1097,2995.98,2023-09-27,1097
1098,3275.62,2023-02-06,1098
1099,9075.73,2023-03-26,1099
1100,1073.04,2017-06-18,1100
1101,10676.98,2023-08-18,1101
1102,1112.75,2023-04-13,1102
1103,13560.5,2019-03-20,1103
1104,5470.19,2016-08-09,1104
1105,10190.17,2023-01-05,1105
1106,2922.9,2022-04-24,1106
1107,12182.02,2018-11-12,1107
1108,14057.53,2023-11-26,1108
1109,12993.7,2018-07-16,1109
1110,5953.75,2021-06-26,1110
1111,9386.59,2019-10-09,1111
1112,5391.59,2021-06-25,1112
1113,8609.48,2019-05-08,1113
1114,14073.77,2018-03-08,1114
1115,6316.12,2019-12-23,1115
1116,10037.97,2022-09-11,1116
1117,2805.24,2023-07-25,1117
1118,4183.42,2022-06-09,1118
1119,5268.79,2022-01-17,1119
1120,10895.74,2023-08-08,1120
1121,12136.92,2023-01-09,1121
1122,7459.21,2023-11-26,1122
1123,11651.17,2023-07-07,1123
1124,4617.3,2023-11-26,1124
1125,3609.51,2021-03-03,1125
1126,8092.46,2022-04-27,1126
1127,2425.64,2018-12-04,1127
1128,3154.55,2021-05-26,1128
1129,13602.37,2021-12-02,1129
1130,11888.36,2019-09-15,1130
1131,2902.57,2021-10-15,1131
1132,6382.2,2022-07-29,1132
1133,6737.91,2019-02-25,1133
1134,9189.13,2023-01-30,1134
1135,6820.43,2021-01-08,1135
1136,11330.32,2022-07-12,1136
1137,6511.55,2023-11-26,1137
1138,7596.94,2023-11-26,1138
1139,1134.38,2023-01-03,1139
1140,3344.27,2023-06-15,1140
1141,5021.18,2023-03-19,1141
1142,11781.38,2023-02-12,1142
1143,2711.29,2023-08-12,1143
1144,2233.33,2023-11-26,1144
1145,13848.25,2023-11-26,1145
1146,13048.39,2020-09-26,1146
1147,13948.08,2022-06-20,1147
1148,1322.03,2022-11-20,1148
1149,11644.73,2022-04-04,1149
1150,11746.94,2022-07-29,1150
1151,9268.48,2021-07-14,1151
1152,12696.09,2020-01-03,1152
1153,701.28,2023-03-21,1153
1154,923.08,2021-08-05,1154
1155,12420.14,2019-09-15,1155
1156,7601.0,2023-09-21,1156
1157,2363.33,2020-03-12,1157
1158,8862.68,2019-12-19,1158
1159,8503.1,2019-09-03,1159
1160,12663.63,2023-11-26,1160
1161,2826.04,2022-02-08,1161
1162,1728.96,2023-11-26,1162
1163,1473.35,2023-11-26,1163
1164,9209.09,2021-05-12,1164
1165,4542.14,2022-11-01,1165
1166,7210.3,2022-04-06,1166
1167,7085.42,2022-03-15,1167
1168,3348.48,2023-05-01,1168
1169,12715.05,2023-11-26,1169
1170,3103.33,2023-03-29,1170
1171,5792.11,2019-08-23,1171
1172,13100.06,2023-10-15,1172
1173,7208.57,2023-05-31,1173
1174,3476.34,2017-02-08,1174
1175,1362.76,2019-05-07,1175
1176,5930.43,2023-11-26,1176
1177,14267.76,2023-11-26,1177
1178,9141.0,2023-11-26,1178
1179,9891.81,2019-09-14,1179
1180,12623.22,2018-03-27,1180
1181,7892.04,2019-08-06,1181
1182,9703.93,2022-02-07,1182
1183,1713.99,2023-11-26,1183
1184,5157.07,2018-12-27,1184
1185,6505.84,2020-11-19,1185
1186,5304.12,2021-12-17,1186
1187,12629.13,2023-08-12,1187
1188,9746.27,2023-11-26,1188
1189,4714.56,2017-05-19,1189
1190,11316.0,2022-10-28,1190
1191,1362.94,2022-09-07,1191
1192,7892.49,2022-10-08,1192
1193,4848.07,2021-08-09,1193
1194,12689.92,2023-10-02,1194
1195,11579.89,2021-04-26,1195
1196,2671.22,2022-03-20,1196
1197,10099.09,2023-11-26,1197
1198,8515.01,2022-10-29,1198
1199,4580.01,2020-12-31,1199
1200,7360.06,2023-03-25,1200
1201,6816.74,2022-03-11,1201
1202,4702.6,2023-09-13,1202
1203,12280.54,2023-11-06,1203
1204,13081.19,2023-11-26,1204
1205,12932.89,2022-10-10,1205
1206,13826.63,2020-02-20,1206
1207,5447.52,2018-11-06,1207
1208,1852.66,2023-11-24,1208
1209,9139.8,2021-08-06,1209
1210,3216.48,2021-12-17,1210
1211,13899.1,2023-08-06,1211
1212,11608.46,2022-01-12,1212
1213,13360.26,2020-05-14,1213
1214,14613.26,2023-08-21,1214
1215,2203.39,2023-11-26,1215
1216,8193.45,2017-06-06,1216
1217,6388.52,2020-04-14,1217
1218,10380.59,2023-03-22,1218
1219,1358.73,2021-05-21,1219
1220,5585.54,2021-08-16,1220
1221,9626.96,2021-04-14,1221
1222,11810.83,2023-06-03,1222
1223,13434.29,2017-09-04,1223
1224,12412.1,2023-03-14,1224
1225,2906.49,2020-05-04,1225
1226,1187.31,2018-12-08,1226
1227,2842.54,2018-04-19,1227
1228,2517.27,2022-11-20,1228
1229,7348.47,2020-10-05,1229
1230,12798.63,2019-09-13,1230
1231,11114.46,2020-06-11,1231
1232,5943.82,2023-09-16,1232
1233,1814.01,2022-04-10,1233
1234,906.89,2021-01-14,1234
1235,3532.74,2020-09-04,1235
1236,10513.54,2022-06-29,1236
1237,12342.79,2022-10-04,1237
1238,861.73,2023-11-26,1238
1239,8490.21,2017-06-04,1239
1240,3317.74,2022-08-19,1240
1241,7056.79,2023-03-16,1241
1242,6289.56,2021-04-27,1242
1243,14476.36,2018-12-01,1243
1244,3895.05,2019-03-14,1244
1245,5215.78,2021-11-14,1245
1246,12305.48,2022-01-25,1246
1247,11457.49,2021-10-20,1247
1248,3663.16,2023-11-26,1248
1249,13886.96,2023-02-16,1249
1250,7434.35,2021-02-24,1250
1251,498.12,2020-07-12,1251
1252,6611.23,2022-01-22,1252
1253,1730.91,2023-08-15,1253
1254,2646.32,2023-07-28,1254
1255,9753.49,2021-11-07,1255
1256,10647.43,2021-09-21,1256
1257,14390.27,2023-11-06,1257
1258,5917.44,2020-07-25,1258
1259,12725.01,2017-09-13,1259
1260,1615.57,2023-11-12,1260
1261,679.03,2023-02-20,1261
1262,4270.27,2020-08-08,1262
1263,5284.02,2021-04-14,1263
1264,5935.77,2019-12-27,1264
1265,13426.45,2022-08-04,1265
1266,4299.93,2023-07-02,1266
1267,12842.63,2022-03-17,1267
1268,7714.29,2018-09-27,1268
1269,12837.31,2022-11-15,1269
1270,1957.81,2023-11-26,1270
1271,405.56,2020-12-10,1271
1272,2143.74,2020-04-03,1272
1273,7848.01,2022-09-09,1273
1274,2193.31,2023-10-08,1274
1275,12674.33,2022-08-06,1275
1276,9517.79,2022-01-15,1276
1277,11512.27,2022-02-08,1277
1278,2386.81,2021-06-17,1278
1279,6397.79,2023-05-12,1279
1280,10536.35,2023-09-18,1280
1281,14878.47,2019-08-17,1281
1282,11394.27,2023-06-02,1282
1283,5248.68,2023-08-09,1283
1284,7100.48,2019-11-18,1284
1285,5393.71,2017-08-23,1285
1286,1890.08,2023-11-26,1286
1287,2433.3,2018-05-20,1287
1288,10770.28,2022-02-20,1288
1289,4887.04,2018-04-24,1289
1290,4247.57,2019-09-20,1290
1291,13580.56,2018-04-05,1291
1292,6508.3,2022-12-26,1292
1293,4279.71,2023-11-26,1293
1294,3483.65,2023-01-06,1294
1295,5927.3,2021-09-22,1295
1296,9262.11,2023-06-09,1296
1297,9948.21,2022-11-21,1297
1298,9925.95,2019-08-21,1298
1299,11716.93,2020-03-03,1299
1300,14383.85,2022-03-10,1300
1301,11447.85,2023-05-17,1301
1302,3297.7,2023-11-26,1302
1303,1946.08,2023-02-28,1303
1304,12109.07,2018-05-29,1304
1305,14132.71,2023-01-20,1305
1306,10396.99,2023-01-01,1306
1307,2951.76,2021-10-08,1307
1308,13041.95,2020-10-04,1308
1309,4730.28,2023-09-30,1309
1310,6373.31,2021-06-14,1310
1311,9541.83,2023-08-29,1311
1312,12254.25,2021-04-03,1312
1313,5969.09,2023-08-19,1313
1314,2814.97,2019-03-19,1314
1315,13353.07,2023-11-02,1315
1316,1991.13,2023-07-26,1316
1317,5836.18,2019-08-12,1317
1318,8581.87,2023-08-24,1318
1319,11716.59,2023-03-29,1319
1320,4799.5,2022-05-12,1320
1321,993.58,2019-09-10,1321
1322,1839.47,2023-11-26,1322
1323,10545.62,2021-08-27,1323
1324,8428.48,2021-04-07,1324
1325,2262.45,2020-03-13,1325
1326,12894.14,2019-06-08,1326
1327,10082.14,2022-03-28,1327
1328,9436.03,2023-08-25,1328
1329,14992.2,2023-11-26,1329
1330,9151.4,2022-03-24,1330
1331,6370.27,2023-06-21,1331
1332,9158.13,2021-07-25,1332
1333,9109.28,2022-03-26,1333
1334,14276.03,2023-11-05,1334
1335,12973.91,2019-05-06,1335
1336,9439.81,2023-01-25,1336
1337,7739.72,2022-07-25,1337
1338,4089.79,2022-05-16,1338
1339,1043.76,2023-11-26,1339
1340,4438.97,2023-08-22,1340
1341,384.42,2022-01-08,1341
1342,14066.0,2022-01-13,1342
1343,887.16,2023-05-07,1343
1344,14255.42,2020-09-09,1344
1345,7976.02,2019-05-28,1345
1346,14778.84,2020-02-25,1346
1347,8876.44,2023-11-26,1347
1348,9177.91,2018-11-13,1348
1349,4485.56,2023-11-24,1349
1350,10502.57,2021-02-22,1350
1351,11061.63,2022-01-28,1351
1352,14724.13,2022-07-30,1352
1353,3216.63,2023-05-24,1353
1354,4675.47,2022-04-03,1354
1355,14221.0,2023-11-26,1355
1356,8595.98,2023-08-10,1356
1357,8790.81,2019-08-10,1357
1358,6630.35,2023-04-10,1358
1359,2790.92,2022-07-08,1359
1360,5113.63,2021-07-02,1360
1361,5287.89,2018-08-11,1361
1362,8085.02,2022-07-07,1362
1363,6480.39,2023-07-04,1363
1364,12108.0,2022-12-12,1364
1365,3927.66,2020-07-14,1365
1366,3580.19,2023-08-31,1366
1367,356.79,2020-06-30,1367
1368,3905.22,2022-03-26,1368
1369,5325.93,2019-02-24,1369
1370,8361.8,2020-01-27,1370
1371,1437.88,2021-08-02,1371
1372,8388.51,2023-02-10,1372
1373,2407.81,2021-12-03,1373
1374,2330.49,2022-09-29,1374
1375,9416.0,2021-08-06,1375
1376,13450.16,2021-10-28,1376
1377,3763.27,2021-10-13,1377
1378,11797.98,2022-04-12,1378
1379,13193.26,2023-02-14,1379
1380,8481.13,2019-05-27,1380
1381,9965.97,2021-03-28,1381
1382,4691.91,2019-07-02,1382
1383,5347.89,2023-11-26,1383
1384,2781.8,2023-11-26,1384
1385,5708.99,2020-01-29,1385
1386,11521.01,2017-04-15,1386
1387,2678.45,2023-05-20,1387
1388,2228.85,2021-04-10,1388
1389,7800.69,2021-07-20,1389
1390,12160.47,2022-07-31,1390
1391,13589.14,2022-01-23,1391
1392,4097.13,2019-11-17,1392
1393,12898.04,2022-10-18,1393
1394,4307.04,2020-04-29,1394
1395,10329.01,2022-08-09,1395
1396,1659.58,2023-11-26,1396
1397,7870.06,2022-08-25,1397
1398,5945.58,2020-10-02,1398
1399,11965.14,2018-02-24,1399
1400,3858.58,2016-10-09,1400
1401,3636.6,2021-05-25,1401
1402,10774.49,2020-02-22,1402
1403,7899.57,2021-12-26,1403
1404,1476.08,2022-11-12,1404
1405,684.54,2018-08-06,1405
1406,13500.66,2022-12-16,1406
1407,4844.78,2023-09-08,1407
1408,11667.64,2018-09-18,1408
1409,295.84,2023-11-26,1409
1410,4322.68,2023-06-06,1410
1411,3638.02,2016-10-17,1411
1412,3940.1,2021-05-15,1412
1413,13759.12,2017-05-16,1413
1414,2792.02,2023-10-10,1414
1415,10155.91,2022-11-02,1415
1416,4852.19,2020-05-19,1416
1417,5657.77,2021-08-09,1417
1418,11331.81,2023-06-10,1418
1419,13970.75,2023-07-05,1419
1420,1301.11,2022-03-23,1420
1421,2177.27,2023-09-01,1421
1422,12574.25,2018-12-04,1422
1423,5641.19,2016-05-14,1423
1424,8233.87,2022-01-16,1424
1425,9801.8,2021-06-30,1425
1426,7211.73,2020-11-07,1426
1427,7275.74,2023-11-05,1427
1428,12217.08,2023-11-26,1428
1429,11380.79,2023-11-04,1429
1430,441.49,2021-03-28,1430
1431,7505.17,2023-11-26,1431
1432,12650.35,2023-11-06,1432
1433,2883.4,2017-01-02,1433
1434,720.95,2023-07-03,1434
1435,6269.93,2023-10-27,1435
1436,9478.39,2023-03-15,1436
1437,5765.24,2022-12-06,1437
1438,12031.04,2021-08-23,1438
1439,6541.01,2023-11-26,1439
1440,9253.97,2021-05-12,1440
1441,6598.11,2023-11-26,1441
1442,3773.06,2021-01-08,1442
1443,11846.83,2022-09-02,1443
1444,10638.99,2022-09-13,1444
1445,6548.02,2018-11-21,1445
1446,2572.91,2020-05-06,1446
1447,8842.86,2022-04-20,1447
1448,14402.58,2021-02-14,1448
1449,1999.51,2022-09-30,1449
1450,7556.1,2018-08-04,1450
1451,1258.31,2022-08-08,1451
1452,2788.35,2023-11-26,1452
1453,10620.33,2023-08-31,1453
1454,7216.06,2022-09-17,1454
1455,12224.33,2023-06-01,1455
1456,14321.1,2019-12-28,1456
1457,7015.32,2023-11-26,1457
1458,5684.31,2022-06-07,1458
1459,734.07,2021-02-19,1459
1460,4585.9,2017-02-10,1460
1461,2831.44,2023-06-15,1461
1462,1112.72,2021-01-09,1462
1463,11884.85,2022-12-29,1463
1464,13796.08,2018-08-23,1464
1465,5143.28,2022-11-27,1465
1466,6400.25,2023-11-26,1466
1467,10138.41,2022-03-29,1467
1468,8205.8,2023-10-31,1468
1469,13975.72,2021-12-18,1469
1470,1375.76,2023-02-18,1470
1471,6074.36,2023-02-15,1471
1472,4561.89,2020-10-27,1472
1473,6562.49,2023-04-07,1473
1474,5140.47,2021-11-09,1474
1475,1803.2,2023-03-07,1475
1476,9213.06,2023-09-30,1476
1477,8594.9,2021-07-22,1477
1478,1285.84,2022-01-08,1478
1479,5017.14,2021-01-20,1479
1480,4018.82,2020-04-26,1480
1481,12514.92,2021-10-26,1481
1482,10057.79,2023-08-31,1482
1483,12811.27,2022-09-22,1483
1484,1087.95,2023-06-26,1484
1485,9453.86,2023-02-09,1485
1486,733.59,2021-10-27,1486
1487,3101.45,2023-08-25,1487
1488,7068.48,2023-11-26,1488
1489,2841.82,2023-01-13,1489
1490,1135.73,2021-12-10,1490
1491,13336.76,2021-02-19,1491
1492,2297.2,2022-10-31,1492
1493,13655.37,2020-07-09,1493
1494,14265.1,2023-11-26,1494
1495,5351.55,2023-03-15,1495
1496,9128.64,2022-09-18,1496
1497,7903.65,2017-10-24,1497
1498,9079.4,2023-06-03,1498
1499,14362.0,2023-02-21,1499
1500,7223.3,2020-11-23,1500
