loan_agreement_id,loan_amount,loan_issue_date,loan_repayment_date,account_id,type_of_loan_id
605,126987,2021-01-08,2024-12-15,605,605
606,38235,2021-01-27,2023-05-19,606,606
607,4690,2016-02-16,2024-10-20,607,607
608,37213,2020-04-17,2020-04-27,608,608
609,15408,2021-05-31,2022-06-05,609,609
610,19775,2021-01-21,2024-01-01,610,610
611,42343,2022-08-26,2024-11-28,611,611
612,8497,2021-02-16,2023-02-16,612,612
613,145563,2022-09-18,2024-06-05,613,613
614,40949,2020-06-02,2024-02-04,614,614
615,136367,2021-02-20,2024-11-07,615,615
616,53409,2019-02-23,2019-05-18,616,616
617,64533,2022-09-12,2023-07-21,617,617
618,142673,2016-02-29,2020-11-15,618,618
619,39420,2024-04-13,2024-12-14,619,619
620,85716,2019-05-14,2024-11-17,620,620
621,73923,2020-02-18,2022-05-30,621,621
622,39768,2020-04-02,2024-05-31,622,622
623,2297,2017-08-09,2023-06-02,623,623
624,42520,2024-11-23,2025-01-02,624,624
625,82482,2019-08-15,2023-05-19,625,625
626,5462,2024-06-01,2024-10-22,626,626
627,71563,2018-06-23,2021-03-22,627,627
628,40562,2022-05-21,2022-06-21,628,628
629,72209,2018-05-19,2021-11-05,629,629
630,90848,2024-12-30,2025-03-02,630,630
631,126631,2024-04-24,2024-05-27,631,631
632,138875,2018-05-23,2022-09-26,632,632
633,16292,2020-06-30,2023-03-09,633,633
634,99766,2017-03-19,2020-08-31,634,634
635,71220,2024-03-01,2024-09-11,635,635
636,40274,2020-06-10,2021-11-14,636,636
637,148925,2023-03-13,2024-04-05,637,637
638,10661,2016-11-30,2019-05-06,638,638
639,47482,2017-10-04,2018-07-17,639,639
640,87159,2022-09-04,2024-03-18,640,640
641,21931,2022-03-16,2023-01-09,641,641
642,127844,2020-04-01,2024-09-25,642,642
643,26170,2022-10-16,2024-06-12,643,643
644,51271,2025-03-10,2025-03-10,644,644
645,145288,2021-06-06,2022-03-03,645,645
646,30431,2019-05-02,2021-10-31,646,646
647,61854,2020-12-26,2022-04-29,647,647
648,91357,2022-03-01,2023-08-31,648,648
649,6268,2019-01-14,2019-02-06,649,649
650,74834,2022-02-08,2023-04-21,650,650
651,137762,2021-09-18,2022-08-12,651,651
652,3893,2016-06-28,2024-07-05,652,652
653,19404,2018-08-21,2022-08-12,653,653
654,32033,2016-05-02,2019-08-06,654,654
655,75065,2024-09-06,2024-09-21,655,655
656,6333,2016-08-21,2024-11-10,656,656
657,122522,2017-12-06,2018-12-06,657,657
658,121335,2016-12-17,2022-05-31,658,658
659,68912,2017-02-22,2021-12-20,659,659
660,29268,2019-10-30,2023-11-18,660,660
661,88348,2016-05-08,2021-11-18,661,661
662,31398,2019-02-25,2022-02-06,662,662
663,43792,2016-04-10,2021-04-12,663,663
664,113890,2024-03-01,2024-04-12,664,664
665,116587,2019-05-16,2021-02-12,665,665
666,71524,2019-02-27,2019-07-25,666,666
667,44399,2016-09-05,2016-09-05,667,667
668,35253,2024-02-09,2024-05-30,668,668
669,34656,2019-05-16,2021-08-14,669,669
670,12682,2017-05-01,2018-05-20,670,670
671,48547,2016-07-15,2018-01-06,671,671
672,21638,2018-10-15,2022-05-26,672,672
673,28825,2022-10-28,2025-01-01,673,673
674,41862,2020-02-27,2022-12-08,674,674
675,21681,2021-01-30,2024-03-31,675,675
676,113135,2021-06-18,2024-05-27,676,676
677,105175,2018-01-01,2024-08-24,677,677
678,120428,2021-03-21,2023-06-01,678,678
679,16594,2020-08-17,2025-01-17,679,679
680,122123,2021-11-04,2021-11-26,680,680
681,62820,2017-12-19,2024-03-02,681,681
682,19873,2021-10-14,2023-10-11,682,682
683,13986,2021-05-27,2024-04-24,683,683
684,99812,2016-09-07,2018-07-24,684,684
685,148963,2020-07-28,2024-10-27,685,685
686,73538,2020-06-30,2020-08-30,686,686
687,38769,2020-02-13,2023-11-14,687,687
688,55197,2019-12-20,2021-05-06,688,688
689,96007,2021-04-10,2021-05-13,689,689
690,134413,2020-10-06,2024-02-13,690,690
691,26804,2025-01-28,2025-02-06,691,691
692,143274,2017-03-27,2019-07-13,692,692
693,66240,2017-11-20,2023-03-15,693,693
694,76173,2021-11-17,2022-12-19,694,694
695,131926,2021-07-09,2024-08-30,695,695
696,78421,2021-02-18,2021-08-23,696,696
697,4294,2023-03-01,2023-07-07,697,697
698,15759,2017-05-08,2023-11-18,698,698
699,94709,2023-11-03,2023-12-28,699,699
700,7144,2016-04-16,2020-01-14,700,700
701,86787,2019-12-03,2023-06-18,701,701
702,118809,2020-09-16,2024-07-13,702,702
703,133226,2021-02-21,2022-08-23,703,703
704,18578,2025-02-01,2025-02-26,704,704
705,71189,2024-04-15,2025-02-23,705,705
706,53216,2024-02-22,2024-02-28,706,706
707,85838,2024-01-29,2024-04-17,707,707
708,31642,2019-03-14,2020-04-26,708,708
709,89617,2018-05-08,2019-02-01,709,709
710,71156,2019-09-05,2022-06-03,710,710
711,44298,2023-04-11,2024-09-24,711,711
712,134066,2021-10-07,2023-04-27,712,712
713,9623,2016-01-30,2024-06-20,713,713
714,99616,2019-09-22,2020-12-06,714,714
715,46312,2020-10-09,2023-05-03,715,715
716,3984,2023-05-23,2024-02-02,716,716
717,5346,2020-02-04,2022-01-26,717,717
718,144204,2021-04-25,2024-06-07,718,718
719,139013,2016-06-13,2024-03-06,719,719
720,60384,2018-08-25,2019-02-25,720,720
721,86959,2018-06-30,2024-02-07,721,721
722,46073,2020-10-26,2025-02-01,722,722
723,91411,2023-08-25,2024-07-09,723,723
724,130191,2023-08-14,2024-04-13,724,724
725,874,2018-12-25,2023-02-13,725,725
726,143521,2019-10-27,2021-09-23,726,726
727,28715,2016-08-11,2017-01-30,727,727
728,102660,2020-07-09,2020-08-25,728,728
729,145413,2018-12-29,2018-12-29,729,729
730,52616,2024-05-06,2024-07-17,730,730
731,136699,2017-12-28,2022-04-23,731,731
732,127658,2016-08-10,2023-01-20,732,732
733,27252,2016-09-10,2017-07-18,733,733
734,7993,2018-12-15,2024-12-29,734,734
735,51344,2020-02-28,2020-10-05,735,735
736,36602,2017-08-19,2021-04-14,736,736
737,98115,2024-06-22,2024-12-11,737,737
738,68618,2017-12-01,2021-07-30,738,738
739,1808,2023-07-25,2023-09-16,739,739
740,89346,2022-12-05,2023-09-17,740,740
741,140816,2020-12-19,2021-11-12,741,741
742,60609,2019-09-09,2023-03-23,742,742
743,11059,2023-03-01,2025-01-29,743,743
744,121459,2020-04-15,2024-04-25,744,744
745,130221,2020-01-07,2020-06-15,745,745
746,126903,2018-11-28,2020-12-23,746,746
747,73926,2017-05-11,2024-08-07,747,747
748,28315,2018-08-05,2020-07-22,748,748
749,46042,2023-09-07,2024-12-11,749,749
750,107654,2017-12-02,2019-10-12,750,750
751,133608,2019-09-10,2024-09-04,751,751
752,105734,2019-07-28,2019-09-01,752,752
753,140048,2022-12-10,2023-02-16,753,753
754,28139,2025-03-07,2025-03-08,754,754
755,50856,2021-01-30,2021-10-23,755,755
756,94840,2024-08-20,2024-11-26,756,756
757,35632,2017-07-13,2023-01-28,757,757
758,124102,2016-10-02,2022-03-30,758,758
759,83518,2025-03-04,2025-03-07,759,759
760,122071,2023-06-03,2024-01-09,760,760
761,67975,2017-05-07,2024-02-03,761,761
762,33373,2022-01-22,2024-02-23,762,762
763,61029,2018-11-13,2020-08-22,763,763
764,100767,2023-12-17,2024-05-05,764,764
765,98881,2024-06-28,2024-12-10,765,765
766,18744,2023-10-04,2024-12-29,766,766
767,140738,2019-10-20,2024-01-12,767,767
768,94102,2020-04-06,2022-02-19,768,768
769,48322,2023-01-10,2024-11-25,769,769
770,28571,2016-09-17,2023-07-04,770,770
771,96807,2022-01-28,2022-10-30,771,771
772,75824,2024-12-28,2025-01-09,772,772
773,55143,2022-02-03,2022-08-11,773,773
774,118680,2020-10-12,2021-10-04,774,774
775,33257,2019-09-07,2023-01-12,775,775
776,108479,2018-08-08,2021-12-19,776,776
777,102906,2022-11-16,2023-05-07,777,777
778,30205,2022-09-07,2023-01-19,778,778
779,96109,2021-06-21,2023-04-20,779,779
780,132692,2025-02-25,2025-03-08,780,780
781,140187,2017-04-21,2019-12-18,781,781
782,123706,2017-06-02,2024-09-26,782,782
783,37852,2019-07-18,2023-04-09,783,783
784,31242,2022-12-22,2024-01-10,784,784
785,84813,2021-11-21,2023-07-01,785,785
786,61639,2023-04-17,2024-03-17,786,786
787,127155,2021-08-05,2024-09-08,787,787
788,134329,2016-02-19,2018-08-12,788,788
789,138508,2018-03-20,2022-11-10,789,789
790,115419,2022-03-16,2023-09-28,790,790
791,59575,2022-05-26,2023-08-02,791,791
792,50064,2021-11-07,2022-01-12,792,792
793,8548,2024-04-22,2024-11-06,793,793
794,138589,2022-05-31,2022-09-07,794,794
795,126972,2022-11-22,2024-03-17,795,795
796,53396,2024-01-05,2024-03-18,796,796
797,53740,2020-12-12,2021-10-27,797,797
798,105800,2018-03-17,2022-04-24,798,798
799,14541,2024-09-05,2024-11-25,799,799
800,9956,2017-03-02,2020-02-21,800,800
801,128563,2019-09-17,2022-03-23,801,801
802,7650,2017-02-10,2020-04-18,802,802
803,142175,2023-11-02,2024-04-07,803,803
804,113124,2016-09-01,2023-01-10,804,804
805,13345,2021-03-10,2021-11-19,805,805
806,138496,2017-07-28,2018-10-04,806,806
807,144160,2020-03-23,2024-09-13,807,807
808,51239,2023-08-22,2023-08-24,808,808
809,16667,2020-04-21,2022-06-06,809,809
810,42472,2016-09-02,2017-01-17,810,810
811,19086,2017-01-09,2023-10-29,811,811
812,130239,2022-03-09,2022-04-22,812,812
813,142791,2023-08-14,2023-12-26,813,813
814,117409,2019-01-09,2022-10-26,814,814
815,126145,2023-07-26,2024-06-29,815,815
816,104733,2017-05-26,2022-04-17,816,816
817,14783,2016-03-21,2022-07-27,817,817
818,120563,2020-02-05,2024-02-04,818,818
819,94526,2024-01-10,2024-03-25,819,819
820,74165,2024-03-12,2024-03-14,820,820
821,60981,2025-01-17,2025-01-25,821,821
822,26150,2022-12-23,2025-03-05,822,822
823,68676,2020-07-09,2022-02-21,823,823
824,128772,2018-12-19,2020-12-09,824,824
825,81685,2017-08-10,2018-10-09,825,825
826,12139,2019-01-19,2020-05-09,826,826
827,14172,2017-01-08,2020-04-30,827,827
828,26646,2022-07-24,2022-09-15,828,828
829,1876,2017-09-20,2022-10-14,829,829
830,48742,2016-11-02,2020-09-02,830,830
831,134490,2021-12-03,2023-02-12,831,831
832,74892,2019-07-17,2020-09-05,832,832
833,18222,2024-06-18,2024-08-01,833,833
834,38483,2021-08-27,2025-02-21,834,834
835,102065,2016-10-25,2019-06-23,835,835
836,129305,2021-12-24,2024-02-11,836,836
837,19515,2021-04-26,2022-11-13,837,837
838,34607,2019-10-31,2023-03-31,838,838
839,108972,2022-09-25,2023-10-03,839,839
840,92787,2022-11-04,2023-03-24,840,840
841,26892,2016-08-17,2022-01-18,841,841
842,116907,2022-03-01,2023-04-02,842,842
843,115206,2016-10-03,2017-10-11,843,843
844,55052,2022-01-01,2024-11-07,844,844
845,119864,2023-05-08,2023-11-07,845,845
846,107221,2022-08-05,2024-06-27,846,846
847,85227,2019-04-04,2020-01-28,847,847
848,76369,2017-08-19,2021-11-22,848,848
849,47175,2023-12-01,2025-01-02,849,849
850,126133,2018-11-21,2023-03-25,850,850
851,99913,2017-02-15,2017-10-28,851,851
852,32943,2022-02-20,2022-07-05,852,852
853,44005,2024-02-01,2024-06-21,853,853
854,144965,2017-06-15,2022-10-03,854,854
855,47470,2018-04-08,2024-05-22,855,855
856,34697,2017-11-01,2023-08-09,856,856
857,31665,2022-08-22,2023-07-12,857,857
858,55508,2020-02-13,2020-09-22,858,858
859,108841,2024-06-25,2025-03-02,859,859
860,119783,2020-08-22,2022-09-02,860,860
861,129236,2017-08-27,2019-02-25,861,861
862,29619,2023-11-07,2024-03-03,862,862
863,65668,2023-12-22,2024-09-25,863,863
864,93168,2018-02-06,2022-10-22,864,864
865,72631,2024-03-22,2024-07-09,865,865
866,1032,2021-08-18,2023-02-03,866,866
867,79493,2017-01-25,2021-09-29,867,867
868,91618,2020-05-25,2022-10-31,868,868
869,110350,2021-01-03,2021-10-27,869,869
870,119788,2023-07-27,2024-02-18,870,870
871,139645,2022-11-16,2023-04-02,871,871
872,38278,2024-09-29,2024-12-07,872,872
873,101581,2016-09-29,2020-09-15,873,873
874,105581,2016-12-26,2022-04-14,874,874
875,123788,2022-06-14,2025-03-03,875,875
876,34502,2022-07-21,2024-03-07,876,876
877,73371,2021-08-31,2023-09-17,877,877
878,16424,2017-03-02,2022-12-11,878,878
879,97215,2022-01-01,2024-07-13,879,879
880,109957,2022-02-13,2024-02-15,880,880
881,137287,2018-09-02,2024-11-01,881,881
882,144817,2022-10-10,2024-12-16,882,882
883,82726,2016-01-17,2022-02-12,883,883
884,72244,2019-07-07,2024-12-01,884,884
885,48750,2016-08-13,2017-11-02,885,885
886,130021,2018-05-25,2021-10-10,886,886
887,97875,2018-01-18,2019-07-09,887,887
888,68891,2018-06-05,2021-10-09,888,888
889,72751,2018-09-14,2024-10-15,889,889
890,90362,2016-11-11,2023-10-09,890,890
891,15768,2023-04-04,2024-12-03,891,891
892,127896,2018-02-09,2023-08-23,892,892
893,61974,2020-05-12,2020-05-18,893,893
894,48437,2020-08-03,2023-04-23,894,894
895,46218,2018-12-10,2021-10-27,895,895
896,67480,2020-03-11,2022-02-01,896,896
897,21673,2024-05-14,2024-06-24,897,897
898,29189,2024-09-20,2024-11-13,898,898
899,41382,2017-07-01,2023-10-29,899,899
900,42358,2019-02-09,2019-09-29,900,900
901,135681,2024-10-06,2024-12-01,901,901
902,136964,2019-02-05,2019-08-07,902,902
903,136938,2018-08-17,2019-04-01,903,903
904,124375,2021-06-27,2024-02-05,904,904
905,95230,2023-10-28,2024-06-14,905,905
906,25133,2019-10-08,2021-06-21,906,906
907,28313,2016-09-26,2020-12-05,907,907
908,88879,2024-02-16,2024-03-05,908,908
909,15989,2022-05-24,2024-01-13,909,909
910,128766,2017-03-25,2022-06-11,910,910
911,59089,2019-11-23,2020-06-13,911,911
912,146960,2016-06-22,2018-07-11,912,912
913,42390,2016-10-05,2021-09-18,913,913
914,14970,2023-08-02,2024-02-09,914,914
915,127495,2023-03-02,2024-02-12,915,915
916,92266,2018-07-26,2021-07-09,916,916
917,24256,2018-10-08,2021-11-29,917,917
918,51931,2023-04-22,2024-11-27,918,918
919,107632,2016-01-04,2021-04-01,919,919
920,30811,2020-06-30,2022-07-07,920,920
921,34544,2021-07-04,2021-12-15,921,921
922,128262,2017-04-29,2025-02-18,922,922
923,71768,2022-08-05,2025-01-21,923,923
924,41913,2020-03-04,2023-03-08,924,924
925,141406,2021-08-02,2023-10-11,925,925
926,7984,2021-11-21,2024-09-14,926,926
927,34628,2016-01-01,2017-04-07,927,927
928,15867,2025-02-05,2025-02-19,928,928
929,122045,2018-07-04,2024-03-22,929,929
930,75468,2016-03-31,2022-09-09,930,930
931,45460,2024-03-23,2024-12-27,931,931
932,131633,2018-10-20,2023-02-11,932,932
933,121844,2023-03-25,2024-03-04,933,933
934,132044,2019-02-26,2022-09-30,934,934
935,59149,2022-04-25,2024-02-22,935,935
936,111009,2020-09-21,2022-04-24,936,936
937,24558,2017-08-15,2019-08-18,937,937
938,123274,2019-06-29,2022-02-06,938,938
939,129275,2017-09-12,2020-09-02,939,939
940,97310,2021-01-09,2022-11-14,940,940
941,27625,2018-12-16,2020-06-28,941,941
942,2350,2016-05-26,2017-10-14,942,942
943,87346,2023-09-17,2023-12-12,943,943
944,971,2019-11-16,2022-09-21,944,944
945,4981,2018-07-09,2022-06-01,945,945
946,77496,2020-06-23,2021-07-02,946,946
947,35021,2021-01-22,2023-09-30,947,947
948,101359,2017-06-20,2024-05-07,948,948
949,95299,2019-07-29,2021-08-15,949,949
950,101867,2016-09-26,2017-04-18,950,950
951,106839,2024-10-01,2024-12-09,951,951
952,133290,2017-05-10,2022-12-03,952,952
953,48825,2021-05-03,2021-07-16,953,953
954,77230,2021-06-01,2024-05-17,954,954
955,97053,2022-04-18,2023-04-26,955,955
956,103243,2019-08-02,2024-03-10,956,956
957,63529,2018-01-23,2021-09-07,957,957
958,114683,2016-12-30,2021-07-13,958,958
959,102964,2021-07-11,2022-08-20,959,959
960,140524,2018-10-05,2023-12-25,960,960
961,126877,2017-02-01,2023-10-21,961,961
962,27589,2017-12-15,2021-05-20,962,962
963,4446,2021-03-16,2023-02-20,963,963
964,93352,2017-01-04,2021-02-21,964,964
965,62022,2016-12-29,2021-02-23,965,965
966,89465,2020-02-11,2022-04-09,966,966
967,75635,2025-03-07,2025-03-10,967,967
968,94653,2021-03-19,2025-02-04,968,968
969,113914,2023-11-04,2024-10-24,969,969
970,119690,2017-02-10,2022-03-06,970,970
971,16968,2016-06-26,2024-06-17,971,971
972,36225,2018-11-22,2018-12-21,972,972
973,38390,2021-08-08,2023-06-21,973,973
974,126819,2021-11-17,2024-10-09,974,974
975,127403,2017-10-15,2023-10-23,975,975
976,37801,2022-01-06,2025-02-25,976,976
977,62621,2021-08-30,2023-06-01,977,977
978,87734,2024-01-14,2025-02-26,978,978
979,143232,2023-11-25,2024-11-16,979,979
980,25722,2019-07-06,2021-09-14,980,980
981,17533,2019-03-30,2021-08-10,981,981
982,4044,2023-08-08,2024-09-19,982,982
983,119804,2019-04-18,2022-04-29,983,983
984,64306,2020-01-29,2024-05-14,984,984
985,21655,2021-12-05,2023-03-09,985,985
986,83486,2021-03-08,2023-09-09,986,986
987,101219,2017-02-07,2018-04-01,987,987
988,81660,2016-08-22,2017-03-14,988,988
989,78172,2023-07-25,2025-02-01,989,989
990,47839,2024-05-18,2025-01-18,990,990
991,74361,2024-09-14,2024-10-28,991,991
992,36179,2021-07-10,2023-10-10,992,992
993,148387,2019-04-26,2023-03-10,993,993
994,55383,2024-08-09,2025-01-11,994,994
995,39376,2016-01-01,2020-12-07,995,995
996,26779,2021-09-02,2021-10-28,996,996
997,92824,2017-01-27,2019-01-16,997,997
998,44414,2022-08-15,2024-03-27,998,998
999,76748,2024-03-02,2024-04-15,999,999
1000,126765,2016-06-06,2016-12-19,1000,1000
1001,26068,2018-04-27,2024-02-26,1001,1001
1002,108962,2024-09-10,2024-10-22,1002,1002
1003,97027,2021-11-25,2024-10-02,1003,1003
1004,72455,2020-01-12,2024-09-02,1004,1004
1005,10492,2024-02-24,2024-11-29,1005,1005
1006,54898,2017-04-06,2021-01-09,1006,1006
1007,80430,2019-10-10,2022-03-24,1007,1007
1008,71201,2018-11-07,2024-10-05,1008,1008
1009,93719,2016-04-30,2020-04-06,1009,1009
1010,127562,2022-12-13,2023-05-05,1010,1010
1011,107628,2023-02-28,2024-04-03,1011,1011
1012,48848,2017-02-24,2023-01-13,1012,1012
1013,147785,2022-05-31,2022-10-23,1013,1013
1014,135708,2020-07-28,2024-07-29,1014,1014
1015,108405,2019-05-12,2023-03-13,1015,1015
1016,46783,2017-05-30,2020-01-02,1016,1016
1017,15070,2021-08-27,2022-10-07,1017,1017
1018,58638,2022-09-15,2024-05-19,1018,1018
1019,37827,2017-09-03,2019-01-29,1019,1019
1020,125108,2020-02-01,2025-01-26,1020,1020
1021,133374,2020-06-15,2020-06-18,1021,1021
1022,111143,2016-09-13,2024-06-18,1022,1022
1023,12025,2024-06-13,2024-12-24,1023,1023
1024,9380,2018-09-12,2023-04-25,1024,1024
1025,63646,2021-08-06,2021-11-10,1025,1025
1026,131473,2016-09-04,2023-08-15,1026,1026
1027,101673,2020-02-19,2023-11-09,1027,1027
1028,45251,2016-09-20,2024-04-05,1028,1028
1029,62310,2022-08-01,2023-02-26,1029,1029
1030,35995,2024-05-23,2024-06-01,1030,1030
1031,12570,2023-09-23,2024-09-26,1031,1031
1032,25115,2016-08-19,2025-02-13,1032,1032
1033,26126,2020-04-17,2022-01-04,1033,1033
1034,12763,2019-05-10,2022-06-14,1034,1034
1035,76496,2017-07-09,2019-06-15,1035,1035
1036,112261,2017-12-23,2020-08-22,1036,1036
1037,15061,2019-02-04,2020-12-28,1037,1037
1038,21967,2021-09-18,2023-12-12,1038,1038
1039,142664,2023-08-12,2023-12-11,1039,1039
1040,88334,2022-02-10,2023-09-03,1040,1040
1041,34490,2020-06-24,2023-11-04,1041,1041
1042,107730,2017-06-14,2018-07-05,1042,1042
1043,139373,2024-12-27,2025-01-02,1043,1043
1044,80304,2019-10-25,2023-08-31,1044,1044
1045,24974,2016-06-30,2017-08-16,1045,1045
1046,25357,2019-10-27,2021-10-19,1046,1046
1047,36206,2023-04-16,2025-02-23,1047,1047
1048,92901,2021-06-07,2022-01-27,1048,1048
1049,84917,2019-06-19,2019-06-20,1049,1049
1050,128246,2018-12-23,2019-02-23,1050,1050
1051,6495,2019-04-06,2022-09-13,1051,1051
1052,66743,2020-05-08,2023-05-19,1052,1052
1053,4021,2016-08-18,2024-12-13,1053,1053
1054,86932,2024-03-27,2024-12-27,1054,1054
1055,9244,2024-08-28,2025-03-05,1055,1055
1056,54210,2020-01-23,2023-12-16,1056,1056
1057,135649,2024-10-16,2024-10-23,1057,1057
1058,55565,2024-02-27,2024-03-23,1058,1058
1059,109637,2021-06-22,2024-02-09,1059,1059
1060,86458,2018-03-27,2018-11-06,1060,1060
1061,57448,2016-01-26,2025-03-08,1061,1061
1062,92074,2019-01-04,2021-02-02,1062,1062
1063,124992,2018-07-11,2020-06-06,1063,1063
1064,100939,2017-11-12,2020-02-01,1064,1064
1065,113467,2018-08-18,2023-12-10,1065,1065
1066,11150,2022-02-11,2023-03-14,1066,1066
1067,88638,2023-10-09,2025-01-18,1067,1067
1068,85083,2018-04-21,2019-07-08,1068,1068
1069,32530,2021-08-09,2024-08-14,1069,1069
1070,134443,2021-08-29,2022-12-12,1070,1070
1071,116643,2024-08-10,2024-10-26,1071,1071
1072,73124,2021-12-02,2024-04-12,1072,1072
1073,55224,2018-02-01,2023-11-16,1073,1073
1074,48389,2019-10-11,2021-08-02,1074,1074
1075,12061,2016-04-26,2023-10-25,1075,1075
1076,84863,2024-11-15,2025-01-26,1076,1076
1077,119499,2023-11-18,2024-07-27,1077,1077
1078,10305,2017-11-06,2018-08-10,1078,1078
1079,24682,2019-08-18,2022-06-08,1079,1079
1080,65706,2016-03-22,2018-11-13,1080,1080
1081,4986,2022-05-15,2022-10-16,1081,1081
1082,82531,2022-06-18,2023-06-25,1082,1082
1083,53135,2019-02-16,2019-12-03,1083,1083
1084,90177,2019-05-24,2020-12-11,1084,1084
1085,65990,2019-12-04,2020-01-17,1085,1085
1086,8226,2021-10-18,2024-03-17,1086,1086
1087,116762,2018-10-19,2020-08-22,1087,1087
1088,144080,2016-08-21,2016-09-21,1088,1088
1089,97171,2021-03-07,2021-10-14,1089,1089
1090,109896,2021-09-18,2022-04-08,1090,1090
1091,64592,2022-12-12,2023-05-02,1091,1091
1092,63319,2017-01-24,2020-08-22,1092,1092
1093,38037,2018-07-03,2020-04-11,1093,1093
1094,130310,2021-12-31,2024-03-09,1094,1094
1095,82573,2021-04-14,2023-01-18,1095,1095
1096,67242,2018-10-22,2020-05-07,1096,1096
1097,44532,2021-12-12,2024-10-08,1097,1097
1098,51460,2023-01-23,2024-01-25,1098,1098
1099,90072,2022-01-30,2024-08-26,1099,1099
1100,5130,2016-08-12,2017-06-12,1100,1100
1101,113607,2023-05-30,2024-06-09,1101,1101
1102,47264,2020-11-19,2024-06-09,1102,1102
1103,30316,2018-07-31,2019-03-13,1103,1103
1104,44916,2016-03-25,2016-08-10,1104,1104
1105,105946,2020-09-19,2023-01-01,1105,1105
1106,66818,2020-03-14,2022-04-23,1106,1106
1107,146493,2018-07-30,2024-04-11,1107,1107
1108,140520,2024-01-25,2024-04-02,1108,1108
1109,119643,2017-12-13,2018-08-07,1109,1109
1110,59314,2021-02-22,2022-03-30,1110,1110
1111,147881,2017-05-15,2024-10-13,1111,1111
1112,142567,2021-06-13,2021-06-21,1112,1112
1113,107074,2017-12-05,2024-03-01,1113,1113
1114,147019,2017-09-13,2019-08-24,1114,1114
1115,109822,2019-11-28,2024-12-17,1115,1115
1116,44197,2019-01-23,2023-11-30,1116,1116
1117,7657,2017-12-29,2025-02-01,1117,1117
1118,140357,2016-01-14,2022-09-18,1118,1118
1119,64811,2021-04-13,2024-04-05,1119,1119
1120,138547,2023-07-13,2024-08-22,1120,1120
1121,48539,2019-09-14,2024-12-23,1121,1121
1122,126449,2024-07-17,2024-08-25,1122,1122
1123,43215,2023-05-14,2024-03-16,1123,1123
1124,87481,2018-07-14,2023-11-21,1124,1124
1125,37036,2018-05-26,2021-03-02,1125,1125
1126,25399,2020-08-25,2022-04-20,1126,1126
1127,40941,2017-03-28,2019-04-21,1127,1127
1128,105024,2018-06-20,2022-01-25,1128,1128
1129,125967,2021-07-30,2022-07-13,1129,1129
1130,80824,2016-06-30,2024-04-13,1130,1130
1131,143121,2020-07-14,2023-08-14,1131,1131
1132,12240,2022-02-04,2022-08-15,1132,1132
1133,23340,2019-01-16,2019-03-29,1133,1133
1134,50208,2017-08-03,2023-01-29,1134,1134
1135,19504,2020-03-24,2022-12-26,1135,1135
1136,16580,2022-02-18,2024-01-04,1136,1136
1137,117072,2024-03-02,2024-05-26,1137,1137
1138,76754,2024-09-11,2025-02-02,1138,1138
1139,142779,2022-12-09,2022-12-27,1139,1139
1140,144031,2022-11-08,2024-12-05,1140,1140
1141,89207,2016-10-07,2023-03-10,1141,1141
1142,88609,2022-06-07,2023-11-12,1142,1142
1143,87302,2023-08-11,2023-08-16,1143,1143
1144,118024,2024-04-14,2025-02-04,1144,1144
1145,44072,2024-09-01,2024-09-25,1145,1145
1146,30962,2018-01-30,2023-09-28,1146,1146
1147,118001,2018-06-29,2022-06-15,1147,1147
1148,97825,2022-04-29,2024-03-05,1148,1148
1149,28580,2020-07-06,2022-03-30,1149,1149
1150,60511,2021-03-14,2022-07-19,1150,1150
1151,95670,2021-05-02,2024-05-15,1151,1151
1152,91147,2019-02-21,2020-10-22,1152,1152
1153,19538,2020-08-29,2024-01-04,1153,1153
1154,97847,2016-11-04,2021-07-30,1154,1154
1155,80691,2018-02-20,2022-08-03,1155,1155
1156,51412,2023-08-20,2025-01-16,1156,1156
1157,5501,2019-12-10,2020-05-27,1157,1157
1158,104383,2019-06-29,2020-02-10,1158,1158
1159,70055,2017-04-08,2019-09-01,1159,1159
1160,32018,2023-11-29,2025-02-13,1160,1160
1161,30690,2021-03-22,2022-09-28,1161,1161
1162,2549,2023-12-16,2025-02-13,1162,1162
1163,3462,2024-07-17,2024-10-12,1163,1163
1164,142810,2018-11-09,2021-05-02,1164,1164
1165,54137,2016-02-09,2022-10-28,1165,1165
1166,75460,2017-12-04,2022-03-27,1166,1166
1167,124830,2022-01-26,2023-07-25,1167,1167
1168,23803,2022-08-28,2023-09-26,1168,1168
1169,26880,2024-02-12,2024-06-11,1169,1169
1170,130732,2021-03-29,2023-03-20,1170,1170
1171,34102,2018-07-13,2023-01-16,1171,1171
1172,25605,2023-08-13,2023-10-22,1172,1172
1173,67098,2023-03-27,2023-05-21,1173,1173
1174,106982,2016-06-20,2017-07-16,1174,1174
1175,115088,2018-11-28,2024-08-03,1175,1175
1176,104587,2025-02-24,2025-03-04,1176,1176
1177,91339,2025-01-26,2025-02-25,1177,1177
1178,29861,2024-12-19,2025-01-07,1178,1178
1179,38940,2018-08-20,2019-09-09,1179,1179
1180,74409,2016-08-26,2018-08-07,1180,1180
1181,78168,2019-04-02,2019-07-29,1181,1181
1182,80583,2021-04-08,2022-05-10,1182,1182
1183,77253,2023-02-15,2023-11-25,1183,1183
1184,7081,2017-10-01,2019-02-14,1184,1184
1185,28123,2019-11-19,2024-02-04,1185,1185
1186,63371,2021-11-14,2021-12-31,1186,1186
