account_id,currency,balance,client_id
1264,UAH,9494,1264
1265,USD,9172,1265
1266,EUR,13461,1266
1267,EUR,5821,1267
1268,USD,29022,1268
1269,UAH,3374,1269
1270,USD,14579,1270
1271,EUR,2581,1271
1272,EUR,9762,1272
1273,EUR,17504,1273
1274,EUR,18261,1274
1275,EUR,7655,1275
1276,USD,9616,1276
1277,USD,22169,1277
1278,EUR,18479,1278
1279,USD,963,1279
1280,EUR,28029,1280
1281,EUR,3263,1281
1282,EUR,27379,1282
1283,EUR,-509,1283
1284,EUR,6028,1284
1285,EUR,12926,1285
1286,UAH,11089,1286
1287,UAH,26971,1287
1288,UAH,4593,1288
1289,EUR,29164,1289
1290,USD,18021,1290
1291,UAH,8910,1291
1292,USD,6988,1292
1293,UAH,19923,1293
1294,UAH,27209,1294
1295,EUR,24424,1295
1296,UAH,11927,1296
1297,UAH,11053,1297
1298,UAH,29029,1298
1299,USD,10831,1299
1300,USD,1722,1300
1301,EUR,17648,1301
1302,EUR,9955,1302
1303,USD,11200,1303
1304,UAH,22439,1304
1305,USD,21152,1305
1306,USD,9144,1306
1307,UAH,23717,1307
1308,UAH,25002,1308
1309,UAH,9406,1309
1310,UAH,13597,1310
1311,UAH,8928,1311
1312,EUR,26415,1312
1313,UAH,1971,1313
1314,EUR,9002,1314
1315,USD,11952,1315
1316,USD,2726,1316
1317,EUR,10484,1317
1318,USD,28419,1318
1319,USD,21730,1319
1320,USD,21635,1320
1321,EUR,7912,1321
1322,UAH,2888,1322
1323,EUR,17736,1323
1324,UAH,8839,1324
1325,UAH,25981,1325
1326,USD,395,1326
1327,EUR,23306,1327
1328,USD,5566,1328
1329,USD,1847,1329
1330,USD,22896,1330
1331,USD,27473,1331
1332,USD,9709,1332
1333,EUR,5999,1333
1334,EUR,17973,1334
1335,USD,29014,1335
1336,USD,21347,1336
1337,UAH,9925,1337
1338,USD,24320,1338
1339,UAH,9391,1339
1340,EUR,22391,1340
1341,EUR,29374,1341
1342,EUR,27292,1342
1343,EUR,3656,1343
1344,EUR,24134,1344
1345,EUR,24049,1345
1346,USD,2112,1346
1347,EUR,3013,1347
1348,USD,8939,1348
1349,UAH,6359,1349
1350,EUR,23921,1350
1351,UAH,26665,1351
1352,EUR,2821,1352
1353,UAH,9674,1353
1354,EUR,18699,1354
1355,UAH,23515,1355
1356,UAH,23637,1356
1357,USD,1500,1357
1358,USD,-960,1358
1359,USD,5356,1359
1360,USD,6686,1360
1361,UAH,-728,1361
1362,UAH,18616,1362
1363,EUR,21414,1363
1364,USD,20115,1364
1365,USD,2534,1365
1366,UAH,4808,1366
1367,UAH,12288,1367
1368,UAH,8353,1368
1369,USD,21471,1369
1370,EUR,1269,1370
1371,USD,26964,1371
1372,EUR,491,1372
1373,UAH,21454,1373
1374,UAH,4877,1374
1375,USD,12506,1375
1376,USD,-498,1376
1377,UAH,2838,1377
1378,UAH,21888,1378
1379,USD,2663,1379
1380,USD,1623,1380
1381,EUR,13616,1381
1382,EUR,27927,1382
1383,EUR,24541,1383
1384,UAH,7095,1384
1385,EUR,10706,1385
1386,EUR,19120,1386
1387,USD,14849,1387
1388,EUR,28641,1388
1389,EUR,29257,1389
1390,EUR,13641,1390
1391,UAH,7546,1391
1392,USD,24585,1392
1393,UAH,12435,1393
1394,EUR,5613,1394
1395,UAH,12231,1395
1396,EUR,5860,1396
1397,USD,26664,1397
1398,EUR,16210,1398
1399,EUR,28560,1399
1400,UAH,24694,1400
1401,UAH,6477,1401
1402,EUR,28010,1402
1403,USD,26702,1403
1404,USD,6836,1404
1405,USD,12308,1405
1406,USD,25957,1406
1407,USD,14404,1407
1408,USD,29461,1408
1409,EUR,11595,1409
1410,EUR,26568,1410
1411,UAH,20993,1411
1412,UAH,19449,1412
1413,USD,18279,1413
1414,UAH,19666,1414
1415,UAH,9734,1415
1416,EUR,14796,1416
1417,EUR,8048,1417
1418,EUR,10731,1418
1419,EUR,8266,1419
1420,UAH,8727,1420
1421,EUR,25228,1421
1422,USD,21998,1422
1423,EUR,14397,1423
1424,UAH,6055,1424
1425,USD,747,1425
1426,EUR,9899,1426
1427,UAH,17164,1427
1428,EUR,1773,1428
1429,EUR,20456,1429
1430,USD,5450,1430
1431,USD,22919,1431
1432,USD,2670,1432
1433,UAH,19569,1433
1434,EUR,22298,1434
1435,USD,13183,1435
1436,USD,14923,1436
1437,UAH,8042,1437
1438,UAH,18199,1438
1439,UAH,21275,1439
1440,UAH,17933,1440
1441,EUR,9542,1441
1442,USD,19065,1442
1443,UAH,29395,1443
1444,EUR,11869,1444
1445,USD,10306,1445
1446,USD,-191,1446
1447,USD,28414,1447
1448,EUR,25609,1448
1449,EUR,8216,1449
1450,UAH,74,1450
1451,EUR,8452,1451
1452,EUR,6736,1452
1453,UAH,24094,1453
1454,UAH,8089,1454
1455,USD,19402,1455
1456,EUR,10934,1456
1457,UAH,654,1457
1458,USD,11833,1458
1459,UAH,17518,1459
1460,EUR,24099,1460
1461,EUR,26325,1461
1462,EUR,7856,1462
1463,EUR,22059,1463
1464,UAH,8765,1464
1465,UAH,-77,1465
1466,EUR,24586,1466
1467,USD,17476,1467
1468,UAH,22874,1468
1469,UAH,8750,1469
1470,EUR,15564,1470
1471,UAH,5962,1471
1472,EUR,24340,1472
1473,UAH,12057,1473
1474,USD,17032,1474
1475,USD,26821,1475
1476,EUR,27404,1476
1477,EUR,23658,1477
1478,EUR,9173,1478
1479,USD,12220,1479
1480,EUR,29121,1480
1481,UAH,19741,1481
1482,UAH,6708,1482
1483,USD,13077,1483
1484,USD,7666,1484
1485,EUR,14177,1485
1486,EUR,19223,1486
1487,EUR,25197,1487
1488,USD,5942,1488
1489,EUR,14661,1489
1490,EUR,20975,1490
1491,EUR,5540,1491
1492,EUR,21091,1492
1493,UAH,29408,1493
1494,USD,15107,1494
1495,EUR,4022,1495
1496,UAH,14995,1496
1497,USD,4777,1497
1498,EUR,1295,1498
1499,USD,3552,1499
1500,EUR,13968,1500
